confidence_immediate,datetime,experiment_file,experiment_path,gender,identification,identification_made,identification_multiple,identification_proceed,lecture_time,logfile,member,member1,member2,member3,member4,member5,member6,path_file,response_time,response_time_live_view,subject_nr,target,target1,target2,time_check_identification,time_end_of_experiment,time_experiment,time_gender_randomization_sequence,time_identification_task,time_lineup_sequence,time_live_view,time_logger,time_member_randomization_loop,time_member_randomization_sequence,time_setting_sequence,time_video,row_order,date,time,datetime_updated,date_rank,datetime_rank,person,condition,target_value,gender_updated,lecture_datetime,gender_first
no,10/06/18 13:49:21,lineup_videoFB.osexp,C:/Users/standalone/Desktop/FB/fb recordings,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/FB/fb recordings/subject-101.csv,5,5.0,3.0,2.0,4.0,7.0,1.0,./input_data\Tomas data 061018\Room 1.26 FB Georgia\subject-101.csv,,,101,target2,present,absent,198845.0,243098.0,2945,154913.0,196636.0,189491.0,,198845,154913.0,154915.0,,189492.0,14,2018/10/06,13:49:21,2018/10/06 13:49:21,6.0,351.0,7.0,FB,absent,female,2018/10/06 13:00:00,male
no,10/06/18 13:49:21,lineup_videoFB.osexp,C:/Users/standalone/Desktop/FB/fb recordings,female,No,no,no,no,13:00:00,C:/Users/standalone/Desktop/FB/fb recordings/subject-101.csv,6,5.0,3.0,2.0,4.0,7.0,1.0,./input_data\Tomas data 061018\Room 1.26 FB Georgia\subject-101.csv,,,101,target2,present,absent,204899.0,243098.0,2945,154913.0,202580.0,199181.0,,204899,154913.0,154915.0,,199181.0,15,2018/10/06,13:49:21,2018/10/06 13:49:21,6.0,351.0,1.0,FB,absent,female,2018/10/06 13:00:00,male
no,10/06/18 13:49:21,lineup_videoFB.osexp,C:/Users/standalone/Desktop/FB/fb recordings,female,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/FB/fb recordings/subject-101.csv,6,5.0,3.0,2.0,4.0,7.0,1.0,./input_data\Tomas data 061018\Room 1.26 FB Georgia\subject-101.csv,,,101,target2,present,absent,204899.0,243098.0,2945,154913.0,202580.0,199181.0,,216235,154913.0,154915.0,,199181.0,16,2018/10/06,13:49:21,2018/10/06 13:49:21,6.0,351.0,1.0,FB,absent,female,2018/10/06 13:00:00,male
no,10/06/18 13:49:21,lineup_videoFB.osexp,C:/Users/standalone/Desktop/FB/fb recordings,female,No,No,no,No,13:00:00,C:/Users/standalone/Desktop/FB/fb recordings/subject-101.csv,6,5.0,3.0,2.0,4.0,7.0,1.0,./input_data\Tomas data 061018\Room 1.26 FB Georgia\subject-101.csv,,,101,target2,present,absent,204899.0,243098.0,2945,154913.0,202580.0,199181.0,,244097,154913.0,154915.0,,199181.0,17,2018/10/06,13:49:21,2018/10/06 13:49:21,6.0,351.0,1.0,FB,absent,female,2018/10/06 13:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,1,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,16859.0,96686.0,2530,2610.0,13497.0,3161.0,,16859,2610.0,2616.0,,7743.0,4,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,1.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,Not sure,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,2,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,22839.0,96686.0,2530,2610.0,19559.0,17130.0,,22840,2610.0,2616.0,,17130.0,5,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,7.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,3,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,26799.0,96686.0,2530,2610.0,24220.0,23122.0,,26799,2610.0,2616.0,,23122.0,6,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,5.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,4,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,30233.0,96686.0,2530,2610.0,27864.0,27083.0,,30233,2610.0,2616.0,,27083.0,7,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,3.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,5,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,33642.0,96686.0,2530,2610.0,31491.0,30501.0,,33642,2610.0,2616.0,,30501.0,8,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,2.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,37270.0,96686.0,2530,2610.0,34898.0,33931.0,,37270,2610.0,2616.0,,33931.0,9,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,male,No,Yes,One,No,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,1.0,7.0,5.0,3.0,2.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target1,absent,present,37270.0,96686.0,2530,2610.0,34898.0,33931.0,,54895,2610.0,2616.0,,33931.0,10,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,absent,male,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,Yes,One,No,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,37270.0,96686.0,2530,54970.0,34898.0,33931.0,,54975,54970.0,54974.0,,33931.0,11,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,Yes,One,No,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,37270.0,96686.0,2530,54970.0,34898.0,33931.0,,55018,54970.0,54974.0,,33931.0,12,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,1,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,61569.0,96686.0,2530,54970.0,59179.0,55311.0,,61569,54970.0,54974.0,,58054.0,13,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,5.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,2,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,64813.0,96686.0,2530,54970.0,62656.0,61843.0,,64813,54970.0,54974.0,,61844.0,14,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,2.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,Not sure,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,3,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,68842.0,96686.0,2530,54970.0,66465.0,65116.0,,68843,54970.0,54974.0,,65116.0,15,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,6.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,4,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,72214.0,96686.0,2530,54970.0,69622.0,69119.0,,72214,54970.0,54974.0,,69119.0,16,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,3.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,5,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,75325.0,96686.0,2530,54970.0,73176.0,72477.0,,75325,54970.0,54974.0,,72477.0,17,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,1.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,no,no,no,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,79015.0,96686.0,2530,54970.0,76649.0,75592.0,,79015,54970.0,54974.0,,75592.0,18,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,No,no,No,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,79015.0,96686.0,2530,54970.0,76649.0,75592.0,,96622,54970.0,54974.0,,75592.0,19,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,present,female,2018/03/21 00:00:00,male
no,03/21/18 15:02:18,lineup_videoVIPER_W.osexp,C:/Users/standalone/Desktop/H&S 21 Mar 1.27,female,No,No,no,No,00:00:00,C:/Users/standalone/Desktop/H&S 21 Mar 1.27/subject-101.csv,6,5.0,2.0,6.0,3.0,1.0,4.0,./input_data\Tomas data 210318\VIPER 1.27\subject-101.csv,,,101,target2,absent,present,79015.0,96686.0,2530,54970.0,76649.0,75592.0,,99096,54970.0,54974.0,,75592.0,20,2018/03/21,15:02:18,2018/03/21 15:02:18,5.0,247.0,4.0,HS,present,female,2018/03/21 00:00:00,male
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,1,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,4705.0,4705.0,101,,,,31457.0,231674.0,1605,,16494.0,11688.0,11788.0,31458,,,11788.0,,0,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,2,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,3905.0,3905.0,101,,,,50577.0,231674.0,1605,,35502.0,11688.0,31596.0,50577,,,31595.0,,1,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,3,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,2866.0,2866.0,101,,,,62845.0,231674.0,1605,,53589.0,11688.0,50723.0,62846,,,50722.0,,2,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,4,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,2219.0,2219.0,101,,,,73922.0,231674.0,1605,,65198.0,11688.0,62978.0,73923,,,62978.0,,3,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,5,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,2576.0,2576.0,101,,,,86637.0,231674.0,1605,,76637.0,11688.0,74061.0,86637,,,74060.0,,4,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,1163.0,1163.0,101,,,,98358.0,231674.0,1605,,87933.0,11688.0,86770.0,98358,,,86769.0,,5,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
70,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,Yes,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,1,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,3085.0,3085.0,101,,,,152311.0,231674.0,1605,,140533.0,137349.0,137447.0,157537,,,137447.0,,6,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,2,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,1107.0,1107.0,101,,,,161971.0,231674.0,1605,,158781.0,137349.0,157673.0,161972,,,157672.0,,7,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,3,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,887.0,887.0,101,,,,171523.0,231674.0,1605,,163021.0,137349.0,162133.0,171524,,,162132.0,,8,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,4,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,1479.0,1479.0,101,,,,181274.0,231674.0,1605,,173141.0,137349.0,171661.0,181274,,,171660.0,,9,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,5,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,1175.0,1175.0,101,,,,191571.0,231674.0,1605,,182596.0,137349.0,181421.0,191571,,,181420.0,,10,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,no,no,no,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,924.0,924.0,101,,,,205979.0,231674.0,1605,,192629.0,137349.0,191704.0,205979,,,191704.0,,11,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,Yes,One,No,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,924.0,924.0,101,,,,205979.0,231674.0,1605,,192629.0,137349.0,191704.0,227917,,,191704.0,,12,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,Yes,One,No,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,924.0,924.0,101,,,,205979.0,231674.0,1605,,192629.0,137349.0,191704.0,227948,,,191704.0,,13,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:57:33,lineup_liveMEN.osexp,C:\Users\Laptop4\Desktop\Sat 10 Nov LM 2.09,,No,Yes,One,No,10:00:00,C:/Users/Laptop4/Desktop/Sat 10 Nov LM 2.09/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LM 2.09\subject-101.csv,924.0,924.0,101,,,,205979.0,231674.0,1605,,192629.0,137349.0,191704.0,519686,,,191704.0,,14,2018/11/10,10:57:33,2018/11/10 10:57:33,7.0,364.0,,live,,male,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,1,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,10085.0,10085.0,101,,,,77890.0,448763.0,9370,,69033.0,58850.0,58948.0,77890,,,58947.0,,0,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,Not sure,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,2,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,21651.0,21651.0,101,,,,103211.0,448763.0,9370,,99673.0,58850.0,78022.0,103212,,,78021.0,,1,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,3,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,15096.0,15096.0,101,,,,121435.0,448763.0,9370,,118441.0,58850.0,103344.0,121435,,,103343.0,,2,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,4,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,16953.0,16953.0,101,,,,141741.0,448763.0,9370,,138521.0,58850.0,121567.0,141741,,,121566.0,,3,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,5,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,17526.0,17526.0,101,,,,163264.0,448763.0,9370,,159401.0,58850.0,141875.0,163265,,,141874.0,,4,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,Not sure,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,19387.0,19387.0,101,,,,189861.0,448763.0,9370,,182785.0,58850.0,163397.0,189861,,,163396.0,,5,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,1,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,14679.0,14679.0,101,,,,262998.0,448763.0,9370,,259760.0,244982.0,245080.0,262998,,,245079.0,,6,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
60,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,Yes,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,2,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,16244.0,16244.0,101,,,,289284.0,448763.0,9370,,279385.0,244982.0,263140.0,297952,,,263139.0,,7,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,3,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,2220.0,2220.0,101,,,,303374.0,448763.0,9370,,300304.0,244982.0,298084.0,303374,,,298083.0,,8,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,4,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,11506.0,11506.0,101,,,,321286.0,448763.0,9370,,315016.0,244982.0,303510.0,321286,,,303510.0,,9,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
no,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,No,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,5,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,5307.0,5307.0,101,,,,333435.0,448763.0,9370,,326728.0,244982.0,321420.0,333435,,,321419.0,,10,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
60,11/10/18 10:45:09,lineup_liveWOMEN.osexp,C:\Users\Laptop10\Desktop\Sat 10 Nov LF 2.06,,Yes,no,no,no,10:00:00,C:/Users/Laptop10/Desktop/Sat 10 Nov LF 2.06/subject-101.csv,6,,,,,,,./input_data\Tomas data 101118\Sat 10 Nov LF 2.06\subject-101.csv,4408.0,4408.0,101,,,,346527.0,448763.0,9370,,337984.0,244982.0,333575.0,349871,,,333574.0,,11,2018/11/10,10:45:09,2018/11/10 10:45:09,7.0,358.0,,live,,female,2018/11/10 10:00:00,female
